,x,y,target,KmeansCluster,GMMCluster
0,-5.62583977845,2.0401397816,0.0,5,8
1,-13.5418690732,-1.42000045588,0.0,1,6
2,1.64147221948,14.1101286885,0.0,6,0
3,0.833046193885,13.5011720553,0.0,6,0
4,13.1303957383,5.24635070808,0.0,3,8
5,7.21644460599,6.28064497171,0.0,4,1
6,-3.17791204112,0.823107533295,0.0,4,5
7,-1.80481297414,8.30474188936,1.0,8,8
8,-7.53655888725,14.3469107039,1.0,3,4
9,-5.38278593357,12.8535459241,0.0,9,5
10,10.9562112538,1.62130618011,1.0,3,1
11,12.3251216073,2.4560795476,1.0,3,7
12,2.97605854901,11.3441142158,0.0,6,1
13,4.63455394833,9.64910685941,0.0,6,0
14,9.06291671806,0.320486106066,1.0,3,1
15,-9.85741990647,-5.88650819852,0.0,5,5
16,-5.77676644389,3.86595758549,0.0,9,5
17,9.30266500659,-7.04907480319,0.0,2,3
18,-5.36813585233,-6.16108775167,1.0,5,8
19,-4.99260677778,7.21355764197,1.0,9,8
20,-1.15704961198,13.6117273159,1.0,6,0
21,-8.91426876646,6.88949482662,0.0,9,5
22,8.12322776699,4.17565843685,1.0,3,8
23,-1.26535081759,13.7028668796,1.0,6,0
24,-6.68304164838,-2.38209319577,0.0,1,5
25,-5.38248204456,12.2123632656,1.0,9,5
26,11.4192125916,5.19288818908,1.0,3,8
27,7.76923139063,5.61344454218,0.0,4,1
28,-0.90620310487,14.6116051605,0.0,6,0
29,12.9982099465,6.47572284534,1.0,3,7
30,2.03911738307,-3.10550038128,1.0,5,8
31,11.1915296091,4.05493797072,0.0,3,1
32,1.13516570032,9.32023904793,0.0,6,5
33,-13.1656356472,-3.43995820941,0.0,1,6
34,7.24522591356,-4.32543413027,1.0,4,3
35,-5.35112261982,-2.82311511712,0.0,5,5
36,9.26017051813,-5.09666393812,1.0,4,3
37,2.76618262987,8.58671918043,1.0,6,1
38,-11.4648833479,-0.120537317517,0.0,1,6
