,x,y,target
0,6.07632107146,3.82450845426,1.0
1,12.1664404167,7.31895008066,0.0
2,12.3216298487,-2.80094964516,1.0
3,15.9958488019,5.39629096633,0.0
4,-2.17433246655,-11.5165594187,0.0
5,4.10336427976,-15.0784780125,0.0
6,-6.73804924045,-15.0834828643,1.0
7,-7.08894513706,7.45616459698,0.0
8,-3.38845296255,13.0439821173,1.0
9,-1.28255394762,-6.57413259754,0.0
10,-3.16947787668,-1.43370178634,0.0
11,1.53124352613,12.4845176185,0.0
12,-10.1207093934,0.724718485306,0.0
13,-2.80850168309,11.3232866233,0.0
14,-16.4171545807,1.43538659357,0.0
15,12.1316662396,-8.79357897251,0.0
16,-12.5609618645,-2.07427253131,1.0
17,3.92336281906,-1.38851956602,0.0
18,-12.3278348585,11.5168643421,0.0
19,-5.99785384871,-14.7541478781,1.0
20,-2.17159263127,-11.5168517501,0.0
21,-0.476897059186,-7.40011078684,0.0
22,7.55040487158,16.2721277793,0.0
23,-8.48569949869,-7.97599900111,0.0
24,-17.3635845991,7.80932699695,0.0
25,4.47593945464,7.68232098236,0.0
26,-10.346366828,-5.84289747201,0.0
27,4.10336132473,-15.0784705132,1.0
28,-3.36089217742,-13.255627592,0.0
29,-11.1592250057,-13.0766601218,0.0
30,-1.7923525444,-14.8354828065,0.0
31,1.59015257398,9.26299212783,0.0
32,-6.54996535261,-13.1374801154,0.0
33,-12.6778972295,-5.58285575067,1.0
34,-12.327978131,11.5170288282,0.0
35,-16.417747565,1.44019635864,1.0
36,-2.96210889576,10.2357099047,1.0
37,-7.81962295578,15.0635443784,0.0
38,16.6394309675,6.35818021652,0.0
39,-10.9847293887,-6.64991159983,0.0
40,12.31993944,-2.80098641513,1.0
41,2.96946034957,9.40220489061,0.0
42,5.03015922737,13.5707812262,0.0
43,4.10324925482,-15.0801188795,0.0
44,-10.114062722,0.724246748843,0.0
45,-11.15922516,-13.0766586965,0.0
46,-0.329199977253,-0.315894934877,1.0
47,2.53132950304,10.2059517344,1.0
48,-11.1991935848,-13.1240672399,0.0
49,-2.08094948321,9.96396638204,0.0
50,2.5314708103,10.2061866064,1.0
51,-1.78548686102,-10.6924510753,0.0
52,3.85064959023,-1.42933504561,0.0
53,8.60558982479,-6.49692921217,0.0
54,-10.4494249095,5.11877815261,0.0
55,-8.33743226853,-2.09601476084,1.0
56,12.2500937188,-6.20270797092,0.0
57,-1.18193688888,-15.908879542,0.0
58,15.7029335241,-4.12427093678,0.0
59,11.3256610297,-3.2252628969,1.0
60,-5.07683204737,8.05768043532,0.0
61,7.97823772827,2.49862212705,1.0
62,-12.3278313647,11.5168567088,0.0
63,-11.1884688838,-13.1114596289,0.0
64,-9.16712790099,-2.09478959979,0.0
65,-0.128539884466,-6.50352018338,1.0
66,8.14458114113,-3.52613413241,0.0
67,10.4245074624,-11.6993647151,1.0
68,-3.08324345206,-1.67643705585,0.0
69,11.8522233524,-2.19956791453,0.0
70,-0.0707450237617,-1.07612749218,0.0
71,5.30330197561,12.5254324924,0.0
72,-11.1592175926,-13.0766505039,0.0
73,-12.3278328069,11.5168592926,0.0
74,5.54792687099,3.25036579516,0.0
75,-5.67071718199,-6.236814569,0.0
76,-7.61564871266,14.0779646745,0.0
77,8.14458111832,-3.5261341329,0.0
78,2.14728606548,9.29967329083,0.0
79,-17.3156607313,7.78750168674,0.0
80,9.13444577324,9.31582240511,0.0
81,-10.2755952446,-5.8217877341,0.0
82,7.55019785858,16.2713210635,0.0
83,-7.62514412825,13.8453487702,1.0
84,2.81315042196,9.55506108307,1.0
85,6.75025412538,-6.43816146822,1.0
