,x,y,target
0,9.5331364366,-1.52069700668,1.0
1,5.88644791908,-1.19106957329,0.0
2,10.6458590729,-0.629280457747,1.0
3,6.27378875809,-2.29418887488,0.0
4,-4.38639143755,-4.24574879302,0.0
5,-1.19420445149,2.99079708818,0.0
6,-7.38536730746,9.06186836655,1.0
7,2.11925508149,1.13311195441,0.0
8,4.13608161086,-2.23336258172,1.0
9,12.4017685771,2.55869975136,0.0
10,-4.51813559068,3.31041255079,0.0
11,4.3622562225,-7.8930001043,0.0
12,-4.10383762847,-10.9886268614,0.0
13,-2.08350033742,4.1245989698,0.0
14,-1.66858529241,1.17494133463,0.0
15,2.34477980363,1.19501247869,0.0
16,4.06298437558,-1.68510076215,1.0
17,2.04156240658,-9.69956109568,0.0
18,5.52593999299,-0.449773783042,0.0
19,-4.29518268183,-7.57262238766,1.0
20,-0.568871881121,-5.96668403219,0.0
21,5.21525797579,1.7149108108,0.0
22,-2.77924445917,6.87489145712,0.0
23,-3.32820247141,-9.26792169973,0.0
24,-2.64533203143,3.05715692441,0.0
25,10.0606426778,-6.18906801196,0.0
26,-0.91722538007,-3.17607240147,0.0
27,2.02660498584,1.25573287046,1.0
28,-4.00592715861,7.34899195013,0.0
29,-8.93342274757,4.43777220084,0.0
30,-7.45661240429,0.074376821783,0.0
31,-7.67571062705,-0.283204134968,0.0
32,-9.33053730432,2.37206050777,0.0
33,-4.51485072893,3.41096760142,1.0
34,7.74263620279,-4.25281110068,0.0
35,5.83023820237,3.75995428302,1.0
36,0.621718738147,4.16824279239,1.0
37,0.777655458637,-9.4661401143,0.0
38,10.5460911454,3.71347886055,0.0
39,-3.23518633898,-1.60112802746,0.0
40,2.78935538687,-10.2811019431,1.0
41,-8.42786369906,3.64661410255,0.0
42,2.51229274363,1.0659229617,0.0
43,-6.83664694041,8.92244381912,0.0
44,9.94635387005,3.31077164725,0.0
45,0.966076087449,-5.02712822106,0.0
46,5.87920810969,5.18347062321,1.0
47,0.872914466643,-8.25104172708,1.0
48,6.70708981541,1.09342060523,0.0
49,-9.68865969764,-0.693210783007,0.0
50,-1.02359131683,-4.96236609624,1.0
51,1.23568656229,-0.871487248953,0.0
52,1.48664847281,9.56114699178,0.0
53,12.2558229766,3.29735540275,0.0
54,1.88544653275,3.08005310714,0.0
55,-3.77816371125,-7.08685039578,1.0
56,9.84096522967,3.26075917396,0.0
57,0.553336909637,-10.1828945469,0.0
58,3.39392139603,-8.46818198492,0.0
59,1.16051706225,0.231956594882,1.0
60,-6.08129455611,4.69291316817,0.0
61,-10.8356264287,-4.7706022865,1.0
62,-3.23337613353,5.59114887862,0.0
63,-3.08978622011,0.294038890431,0.0
64,-7.34616441022,0.856732594004,0.0
65,6.75761041345,4.87178969973,1.0
66,12.3897049261,2.50036788571,0.0
67,0.322286721989,2.35510876427,1.0
68,9.08893876335,-7.38014051962,0.0
69,-0.410196550671,5.92990304743,0.0
70,-1.65305084994,4.15659911508,0.0
71,7.85751552477,-4.82852761736,0.0
72,12.2983593501,3.17852384333,0.0
73,6.57920834159,0.662858368655,0.0
74,-2.36478760421,5.027722424,0.0
75,4.37102089433,-2.26838033218,0.0
76,-6.55539125876,-9.82749388026,0.0
77,10.3121213737,-2.96455015354,0.0
78,-2.06193267,3.9948205603,0.0
79,4.18511106561,-0.0447975668326,0.0
80,10.4025834262,-2.9712366886,0.0
81,6.50954688346,-0.802547864921,0.0
82,8.20032957896,-4.75447053178,0.0
83,6.40017167273,5.29530866605,1.0
84,-7.95165830399,1.80030933042,1.0
85,7.91940915864,5.33747400118,1.0
