,x,y,target,KmeansCluster,GMMCluster
0,-6.39983017048,2.15253511933,0.0,6,8
1,13.1413947225,0.252091685461,0.0,2,0
2,4.47200593304,-6.08460144839,0.0,8,6
3,1.14065673165,-3.8924812134,0.0,8,6
4,-7.47642981089,-1.62871350536,0.0,0,8
5,1.4490864192,1.07048051375,0.0,4,3
6,-0.8075179993,3.26331081764,0.0,3,4
7,-5.70891991736,-7.2501351707,1.0,8,1
8,-11.870933361,-3.452071127,1.0,0,7
9,-2.55624112426,-11.4087950387,0.0,8,5
10,1.60899685737,8.32136268478,1.0,0,1
11,1.80060780635,9.1288611138,1.0,0,1
12,2.16169192103,-2.88439458045,0.0,4,0
13,-3.60599627109,-10.6534234037,0.0,8,5
14,-0.275902006006,8.38938298337,1.0,1,3
15,-2.21828891683,1.30424512985,0.0,2,5
16,-5.78437942319,-10.5520826268,0.0,3,5
17,7.20674574294,-12.3282686906,0.0,5,2
18,-7.43501974218,5.10108466747,1.0,6,8
19,-4.21275991436,2.86164761767,1.0,6,8
20,2.31743583036,-8.31807518897,1.0,8,6
21,0.771771756777,-12.0372930569,0.0,6,5
22,-6.76113241023,-0.00571002277254,1.0,0,8
23,2.3102326114,-8.35752813208,1.0,8,6
24,10.726318434,-5.14976501012,0.0,2,5
25,-2.41678721895,-11.151785319,1.0,8,5
26,-7.72564450647,-1.33573118389,1.0,0,8
27,1.5164666706,0.0664634718102,0.0,4,6
28,3.97105599277,-8.3559152555,0.0,8,6
29,0.225382486795,9.56884592071,1.0,0,1
30,-7.67338628783,2.78183292649,1.0,3,4
31,3.29456105236,6.56758142968,0.0,0,3
32,9.37873478889,-1.61134255146,0.0,4,5
33,13.1253063673,-4.16175051451,0.0,2,0
34,6.14159769964,-7.22508226677,1.0,8,2
35,-5.61662751043,3.19212379092,0.0,2,5
36,7.30497017599,-9.6285547426,1.0,4,2
37,5.50296648717,-4.83232238301,1.0,4,6
38,10.9572755322,-1.62640749506,0.0,2,3
39,3.05963688337,2.8440333535,1.0,4,6
40,12.5370861315,-4.92134831306,0.0,2,0
41,6.13335369822,-7.2245651556,1.0,8,2
42,4.4927629717,-1.6065777262,1.0,4,6
43,-3.61552986616,-6.73785767853,1.0,8,8
44,-2.80744601635,-7.24741334274,0.0,8,8
45,-0.835574507153,-9.21268901873,1.0,8,5
46,8.34891493528,0.65820447208,0.0,4,6
47,1.2202374552,-4.65891212579,0.0,8,5
48,-6.86926068511,5.49046927712,1.0,6,5
49,11.5937230008,-0.0418191810785,1.0,1,5
50,-10.1175884192,-9.31092687087,0.0,3,5
51,2.70326779791,-1.53505720923,1.0,4,6
52,-0.287813139571,-4.436199556,1.0,8,8
53,-1.45883747215,11.9722869554,0.0,2,1
54,3.10916417812,-2.67472918809,1.0,4,6
55,1.80323783264,-4.3740498026,0.0,8,5
56,5.56986423442,-2.05810169817,0.0,4,2
57,8.39923217988,0.0537564744957,0.0,4,6
58,-5.67417355306,-0.0433137141889,1.0,0,8
59,-13.9748525561,-0.427162893859,0.0,3,5
60,12.143954305,-3.92281075106,0.0,2,7
61,0.137230038127,0.513378802495,0.0,4,7
62,9.01873240646,2.38045767748,0.0,1,3
63,0.0298224060815,-7.00713017464,0.0,8,5
64,-0.809054054461,-10.1768663932,0.0,8,5
65,-4.37511020552,3.59230441944,1.0,6,8
66,-0.685625711405,2.77022638903,0.0,4,4
67,2.4532935164,-0.0346538387013,0.0,4,6
68,0.570048075579,6.04281849316,1.0,3,6
69,4.07840358214,-0.566205172957,0.0,4,6
70,10.6075247639,9.51043830593,0.0,2,7
71,6.02223704308,1.89760366655,1.0,4,3
72,-0.774977058029,7.25197895084,1.0,3,5
73,-10.9143823862,-8.69829127318,0.0,3,5
74,3.70891875663,5.66629290299,1.0,4,3
75,-9.58872871396,4.20018490501,1.0,6,8
76,-8.24526911533,4.1509834934,1.0,6,5
77,-2.05568207309,1.12246469412,0.0,2,5
78,0.591474537328,1.12432944443,1.0,4,6
79,6.89166259182,-1.97387715493,0.0,4,6
80,5.47160485482,-0.0428225683848,0.0,4,6
81,-3.64939711611,1.29677391269,1.0,6,8
82,1.0319950971,-2.43309836267,0.0,4,5
83,-8.77341234388,-7.3165624437,1.0,3,5
84,-0.289686261679,5.10477800801,1.0,3,5
85,3.69920382783,5.54187456536,1.0,4,3
86,-7.4864241824,3.41059696093,0.0,6,8
87,12.8898370558,0.112859112666,0.0,1,0
88,6.47168563053,1.97254090374,0.0,4,3
89,-9.75811019696,-9.00221148664,1.0,3,5
90,12.7097514876,-7.60554285112,0.0,2,0
91,-6.14184575667,-3.95580582403,1.0,0,8
92,-4.68219831791,-6.92426067391,1.0,8,6
93,13.5788740908,-3.2481060782,0.0,2,0
94,7.80159378536,-7.12828504968,1.0,6,8
95,8.00355047799,-3.4529737725,0.0,4,0
96,-1.74359597066,3.87215849107,1.0,3,4
97,4.99025525947,4.84634062032,1.0,4,6
98,9.11641941908,2.37324102126,1.0,1,3
99,-4.36922356265,1.86410965321,1.0,6,8
100,2.88411138984,-1.29959229534,0.0,4,6
101,-4.78228014686,-3.74870702008,1.0,6,8
102,8.98542553706,2.6219188654,0.0,1,3
103,-1.19256396671,-10.3488896363,1.0,8,5
104,-2.09977078835,-4.75319946057,1.0,4,6
105,-4.42943119631,4.5179506664,1.0,6,8
106,-8.73498771714,-5.37127836314,1.0,0,5
107,1.57939193875,-0.117896939229,0.0,4,6
108,-10.1751332207,-7.76754836927,1.0,3,5
109,9.90976626397,-0.953409555904,0.0,4,3
110,12.7015176173,-7.62250064171,0.0,2,0
111,7.2529303072,-9.79088842377,1.0,6,2
112,-0.350282296108,-4.92817986628,0.0,8,6
113,4.77682456577,0.596988216447,0.0,4,5
114,-4.74459157583,3.22493131732,1.0,6,5
115,-7.91239491464,4.05345272817,1.0,6,8
116,4.10957976876,-9.63900131156,1.0,8,2
117,-0.519656680335,1.94002791089,0.0,4,5
118,-1.82893957234,-0.527034440289,0.0,8,4
119,-9.3734502607,-2.27621965819,1.0,0,1
120,1.09124684383,5.39432335854,1.0,4,6
121,1.76557702022,8.65935010405,0.0,0,1
122,-5.34305674377,-9.93301916655,1.0,3,5
123,3.30357866689,1.35712667949,0.0,4,6
124,5.99649173907,4.95459233594,0.0,1,6
125,-8.72551360186,-2.13967198185,1.0,0,8
126,14.606046571,-1.74957029645,0.0,2,0
127,0.401319666011,6.00491483642,1.0,3,6
128,7.2394618848,5.17891568222,0.0,1,3
129,-10.662084136,-8.48706078915,1.0,3,5
130,-7.80831757606,-4.51246915126,1.0,0,5
131,-10.9884695746,-9.09169750629,0.0,3,5
132,5.08627735191,3.61186359798,0.0,4,6
133,-6.1186120846,6.84917134484,1.0,6,8
134,1.85633944082,4.00223151434,1.0,0,6
135,-2.62494218175,6.81938702321,1.0,0,6
136,0.774021111215,3.42005145557,0.0,4,7
137,-2.40690738386,-4.68683237295,1.0,0,6
138,14.1091144272,-4.52620317554,0.0,2,5
139,-1.3275184662,-11.762048802,0.0,8,5
140,-3.43850716223,2.94583798235,0.0,3,5
141,11.9594270027,-2.90158179638,0.0,2,0
142,-1.46552669686,-1.49801756108,0.0,4,8
143,-6.12338595318,-5.27212986567,1.0,6,8
144,-2.1486590633,-4.6790348024,1.0,1,6
145,4.74147448773,-3.10306198986,0.0,4,6
146,2.99678541113,3.02716179757,1.0,4,3
147,0.68585298546,-11.9880705998,0.0,8,5
148,13.3258338906,0.369792184077,0.0,2,0
149,11.8433528478,-1.95188733519,0.0,2,5
150,4.1304879274,10.8548464411,1.0,8,7
151,-6.46304205514,3.96325687328,1.0,6,8
152,8.78238400717,1.20191220215,0.0,6,8
153,-1.01483920157,-3.12794684012,1.0,8,6
154,-1.22334474448,4.43507558028,0.0,3,5
155,13.1814075914,0.496902470303,0.0,1,0
156,4.20586013867,4.67549065378,1.0,4,6
157,8.21272707666,9.70325455153,0.0,7,7
158,0.585491003219,7.21536297008,1.0,0,1
159,4.12868572152,5.34364178487,1.0,4,3
160,-7.20187358888,-0.920713488343,1.0,0,8
161,-5.76366169434,0.140012174267,1.0,6,8
162,-7.18136025493,-3.1201186576,1.0,0,8
163,9.7406792002,10.2379572153,0.0,2,7
164,13.399496557,-2.77378241816,0.0,2,0
165,-4.24990458468,2.5115875241,1.0,6,8
166,-6.84679300212,-9.42925136435,1.0,8,4
167,-5.68625024068,-3.30935776176,1.0,6,8
168,-7.48304163469,0.421195422632,1.0,0,8
169,-0.210494911769,2.57776844547,0.0,4,6
170,5.1477080159,-5.1275579927,0.0,4,6
171,-9.53021680058,-1.55498885892,1.0,0,1
172,8.46258584196,-4.44429893475,0.0,1,2
173,0.288899361686,4.88700296616,1.0,3,5
174,-9.28270608597,-3.70599967973,1.0,0,8
175,5.98311986717,-8.03802704762,0.0,6,2
176,-0.800148534537,-2.98572499111,0.0,8,5
177,7.99330480577,10.3470034924,1.0,7,7
178,-7.54431300247,-3.29739925774,1.0,0,8
179,-9.55992577453,-3.63358847711,1.0,0,1
180,-2.17112088127,12.0753217463,0.0,0,1
181,-3.2864364655,6.446283046,1.0,6,4
182,-2.9742076687,-3.79197554531,1.0,8,8
183,-0.919085649511,12.0895117461,1.0,0,1
184,4.33918728057,-0.456761558689,0.0,4,6
185,11.4741975205,-3.4441245651,0.0,2,5
186,-7.87770880398,-1.18966795929,1.0,0,8
187,-5.76134901193,-7.12201204606,1.0,8,1
188,-4.72453570969,-2.32173231024,1.0,6,8
189,-7.47903475739,1.12023028875,1.0,6,8
190,-6.87036449336,-10.6822236828,0.0,3,5
191,7.21569444583,-12.3217551904,0.0,5,2
192,4.85143359053,-4.28999947925,0.0,4,6
193,0.396237758711,5.9075013868,1.0,3,7
194,-9.34256108772,-3.55504078793,0.0,0,1
195,3.13901168374,5.87825861771,1.0,4,3
196,1.72771167383,-8.4033872122,1.0,8,6
197,3.64351929672,-2.77608823026,0.0,4,6
198,4.1516234629,-1.49977933904,1.0,4,6
199,-10.2244758865,-1.61131239719,1.0,0,8
200,-7.2812976146,3.8224406991,0.0,6,4
201,3.4726797638,2.35013473077,0.0,4,6
202,4.63040378107,7.07869024874,0.0,4,7
203,-0.757332506739,3.20086300885,1.0,4,5
204,-10.190148695,-8.2119967777,1.0,3,5
205,-0.449287118145,-3.57826900675,1.0,8,5
206,-3.08178002142,6.32264052398,1.0,3,5
207,9.14042899289,4.418094245,0.0,1,3
208,-2.04592911885,-0.493824375373,1.0,4,4
209,-6.11354601931,-5.38056576818,1.0,6,1
210,-7.84868757299,-1.39475849567,1.0,0,8
211,-4.97239231115,-9.49283795593,1.0,8,5
212,-0.980499620941,-8.94907086721,1.0,8,5
213,-8.06360783332,-7.51836113028,1.0,3,1
214,-8.52616861883,-0.603847194805,1.0,0,8
215,-6.88006371918,-7.03428390143,1.0,0,1
216,-5.93396231373,1.86760330863,1.0,6,5
217,-4.2283983555,-8.34681734216,1.0,0,3
218,2.10087158435,-7.21978585357,0.0,8,5
219,5.85927513905,-3.38247872647,0.0,4,6
220,2.96719389541,2.75720394041,1.0,4,6
221,11.7571266569,-4.68989454282,0.0,2,0
222,-8.60481062809,1.05788457263,1.0,0,5
223,4.04353142467,-0.485831872455,0.0,4,6
224,-0.710818966722,-10.5569980932,0.0,8,5
225,11.385491345,2.86508134757,1.0,1,4
226,8.36780776591,-0.722261300697,0.0,4,3
227,-7.10673758488,-4.95799276799,0.0,0,1
228,3.89997219819,-0.667898621381,0.0,4,6
229,0.467893582126,6.23652527375,1.0,3,5
230,9.00462979346,-6.12474159908,0.0,2,0
231,-0.467273715889,7.35405578415,0.0,1,3
232,7.1624303543,-12.4982297287,0.0,5,2
233,10.4111914301,-10.0518518186,1.0,1,3
234,1.2876213552,-0.334013063026,1.0,4,6
235,-2.0436748879,-7.86144401503,1.0,8,1
236,13.2548371662,-4.39890491992,0.0,2,0
237,3.23438164118,11.9365550793,1.0,0,8
238,3.17226410748,1.87122418327,1.0,4,6
239,4.97287739755,-4.80006109864,1.0,4,6
240,-10.5384271953,-8.24170560351,1.0,3,5
241,12.0707699121,-3.97212676895,0.0,2,7
242,-1.40451545798,3.95523523857,0.0,3,5
243,5.2111198757,7.74625273194,1.0,0,4
244,-5.06586822309,-7.41580386331,1.0,8,8
245,-7.77340442396,-6.98085162491,1.0,0,1
246,4.34652419938,1.08850078932,0.0,4,6
247,-8.01086043721,-3.01277972053,1.0,0,8
248,0.071971579844,-6.37366372261,0.0,8,8
249,8.46819928497,5.1839839934,0.0,1,3
250,10.5731634808,-5.09902993985,0.0,1,5
251,-3.09941531857,-7.21952801886,0.0,8,8
252,7.9025747581,-1.70305433874,0.0,4,5
253,1.75113054351,-8.72124723611,0.0,8,6
254,4.85822792016,2.1551237591,1.0,4,6
