,x,y,target
0,4.36871494552,-0.0195841249947,1.0
1,-3.31363200961,-5.35098202912,0.0
2,4.27407437529,0.720925310341,1.0
3,-1.12312285584,-5.61695406273,0.0
4,2.46196209189,-7.15691821224,0.0
5,-0.0808270953576,-9.51080567901,0.0
6,-5.50337149136,10.5998978175,1.0
7,11.7459396452,1.67937628591,0.0
8,-2.50442528617,-7.35192683515,1.0
9,4.95012760247,7.09162817692,0.0
10,-6.28206121076,-2.79273150511,0.0
11,-4.99390123272,-1.06174864462,0.0
12,-10.3195464451,-7.8094143699,0.0
13,-8.3581962713,6.48679022785,0.0
14,2.38187527953,-0.287163170506,0.0
15,-12.0211918779,-4.46684156722,0.0
16,-2.35064449224,-7.12444003162,1.0
17,-11.9039267061,-4.38638927229,0.0
18,-3.61971498123,-4.7063979496,0.0
19,-2.73540488455,-12.1459625881,1.0
20,1.83033154683,-7.51152806798,0.0
21,-3.40753830968,4.48133181576,0.0
22,-7.25616827291,0.716611854491,0.0
23,-5.2577820663,-6.36977449835,0.0
24,-8.19633783981,7.01730342465,0.0
25,5.88063645521,-6.86727694595,0.0
26,0.995645386387,-1.05554848928,0.0
27,11.3430549937,1.61761414456,1.0
28,0.45162109327,3.15311111087,0.0
29,-0.109916485926,-0.196246964733,0.0
30,-11.2042681478,1.7831997467,0.0
31,-9.71908628419,1.5664690475,0.0
32,-7.11733805106,3.89396445183,0.0
33,3.01959654255,-4.30716376697,1.0
34,6.0341306783,-2.09115058027,0.0
35,1.87076325058,4.93522887325,1.0
36,0.890915536896,9.03155818229,1.0
37,11.0821153784,-1.52411321424,0.0
38,4.36634466296,9.08442918336,0.0
39,-3.49951855488,-0.081086475979,0.0
40,12.1256290261,-1.45607246232,1.0
41,-6.53237934924,5.15863617141,0.0
42,11.6699926213,1.97027757089,0.0
43,-5.35873872435,10.0637308415,0.0
44,8.38932855956,6.40800594475,0.0
45,8.04556386123,-3.79771741521,0.0
46,2.46742964328,3.9963848022,1.0
47,11.6216529086,0.0557483530257,1.0
48,7.40857308782,3.19348035751,0.0
49,-9.52321740253,1.54229064894,0.0
50,-2.59379579306,-2.71258125616,1.0
51,-1.67404408904,-0.121360448405,0.0
52,-1.75051947414,9.00547988733,0.0
53,5.49445820682,7.73869675854,0.0
54,1.9918557327,9.30353468367,0.0
55,-2.99009045152,-12.0213233464,1.0
56,3.52846164738,10.2036153134,0.0
57,11.0532357008,-1.30097362523,0.0
58,-5.38849259888,-1.65681062015,0.0
59,-1.20715648869,-7.96862544154,1.0
60,0.00430294701277,-0.57365835819,0.0
61,-7.06244632077,-3.63280258452,1.0
62,1.27460320549,-2.12654133629,0.0
63,5.55408283202,-4.96546386938,0.0
64,-8.96971422823,6.91487743887,0.0
65,3.18766155001,5.68010427221,1.0
66,4.9163049782,6.99545800441,0.0
67,-4.97082371013,-3.09216626796,1.0
68,4.37095891412,-5.37692122097,0.0
69,2.29745547141,-9.14279440016,0.0
70,-5.57256095446,6.57125034493,0.0
71,6.24351410827,-2.1953862914,0.0
72,5.43955908169,7.75553870259,0.0
73,6.78670723248,3.03774078268,0.0
74,-5.76434443046,5.78510452571,0.0
75,-3.6701535821,-7.46463964996,0.0
76,-10.6713139116,-5.64230559194,0.0
77,9.1872774352,4.38618130048,0.0
78,-8.41264140984,6.28776043217,0.0
79,5.74551385495,2.59180706046,0.0
